Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
RUS,Mercedes,1,2.0,MEDIUM,MEDIUM
BOT,Alfa Romeo,3,4.0,SOFT,MEDIUM
LAW,AlphaTauri,3,4.0,SOFT,HARD
MAG,Haas F1 Team,3,4.0,SOFT,MEDIUM
STR,Aston Martin,3,4.0,MEDIUM,MEDIUM
TSU,AlphaTauri,9,10.0,MEDIUM,MEDIUM
OCO,Alpine,10,11.0,MEDIUM,MEDIUM
ALO,Aston Martin,11,12.0,MEDIUM,MEDIUM
GAS,Alpine,11,12.0,MEDIUM,MEDIUM
LEC,Ferrari,12,13.0,MEDIUM,MEDIUM
PIA,McLaren,12,13.0,MEDIUM,MEDIUM
HUL,Haas F1 Team,13,14.0,MEDIUM,HARD
NOR,McLaren,13,14.0,MEDIUM,MEDIUM
SAR,Williams,13,14.0,MEDIUM,MEDIUM
RUS,Mercedes,14,15.0,MEDIUM,MEDIUM
PER,Red Bull Racing,17,18.0,HARD,MEDIUM
VER,Red Bull Racing,17,18.0,MEDIUM,MEDIUM
ALB,Williams,18,19.0,MEDIUM,MEDIUM
ZHO,Alfa Romeo,18,19.0,MEDIUM,HARD
BOT,Alfa Romeo,21,22.0,MEDIUM,HARD
LAW,AlphaTauri,21,22.0,HARD,HARD
MAG,Haas F1 Team,21,22.0,MEDIUM,HARD
STR,Aston Martin,21,22.0,MEDIUM,HARD
TSU,AlphaTauri,22,23.0,MEDIUM,HARD
LEC,Ferrari,25,26.0,MEDIUM,HARD
OCO,Alpine,25,26.0,MEDIUM,HARD
PIA,McLaren,25,26.0,MEDIUM,MEDIUM
ALO,Aston Martin,26,27.0,MEDIUM,HARD
GAS,Alpine,26,27.0,MEDIUM,HARD
SAR,Williams,26,27.0,MEDIUM,HARD
HUL,Haas F1 Team,27,28.0,HARD,MEDIUM
NOR,McLaren,27,28.0,MEDIUM,MEDIUM
ALB,Williams,31,32.0,MEDIUM,HARD
PER,Red Bull Racing,31,32.0,MEDIUM,MEDIUM
RUS,Mercedes,32,33.0,MEDIUM,HARD
VER,Red Bull Racing,34,35.0,MEDIUM,HARD
ZHO,Alfa Romeo,35,36.0,HARD,HARD
BOT,Alfa Romeo,39,40.0,HARD,HARD
HUL,Haas F1 Team,39,40.0,MEDIUM,HARD
LAW,AlphaTauri,39,40.0,HARD,MEDIUM
MAG,Haas F1 Team,39,40.0,HARD,HARD
STR,Aston Martin,39,40.0,HARD,MEDIUM
SAR,Williams,40,,HARD,
TSU,AlphaTauri,40,41.0,HARD,HARD
LEC,Ferrari,43,44.0,HARD,MEDIUM
OCO,Alpine,43,44.0,HARD,MEDIUM
PER,Red Bull Racing,43,44.0,MEDIUM,MEDIUM
PIA,McLaren,43,44.0,MEDIUM,HARD
ALB,Williams,44,45.0,HARD,HARD
ALO,Aston Martin,44,45.0,HARD,MEDIUM
GAS,Alpine,44,45.0,HARD,MEDIUM
NOR,McLaren,44,45.0,MEDIUM,HARD
RUS,Mercedes,50,51.0,HARD,SOFT
VER,Red Bull Racing,51,52.0,HARD,MEDIUM
ZHO,Alfa Romeo,52,53.0,HARD,SOFT
