Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Williams,7,8,HARD,MEDIUM
BOR,Kick Sauber,14,15,SOFT,MEDIUM
LEC,Ferrari,22,23,SOFT,MEDIUM
OCO,Haas F1 Team,24,25,HARD,MEDIUM
GAS,Alpine,27,28,MEDIUM,SOFT
HAD,Racing Bulls,28,29,HARD,SOFT
STR,Aston Martin,28,29,SOFT,MEDIUM
TSU,Red Bull Racing,29,30,MEDIUM,SOFT
ALO,Aston Martin,30,31,MEDIUM,SOFT
BEA,Haas F1 Team,30,31,MEDIUM,SOFT
LAW,Racing Bulls,30,31,MEDIUM,SOFT
PIA,McLaren,30,31,MEDIUM,SOFT
ANT,Mercedes,31,32,MEDIUM,SOFT
HAM,Ferrari,31,32,MEDIUM,SOFT
COL,Alpine,32,33,MEDIUM,SOFT
NOR,McLaren,32,33,MEDIUM,SOFT
HUL,Kick Sauber,33,34,MEDIUM,SOFT
RUS,Mercedes,33,34,MEDIUM,SOFT
VER,Red Bull Racing,33,34,MEDIUM,SOFT
ALB,Williams,36,37,MEDIUM,SOFT
BOR,Kick Sauber,36,37,MEDIUM,SOFT
