Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
GAS,Alpine,1,,SOFT,
OCO,Alpine,2,,MEDIUM,
ALB,Williams,8,9.0,MEDIUM,HARD
BOT,Alfa Romeo,9,10.0,MEDIUM,HARD
STR,Aston Martin,9,10.0,SOFT,HARD
TSU,AlphaTauri,9,10.0,SOFT,HARD
ZHO,Alfa Romeo,10,11.0,MEDIUM,HARD
SAR,Williams,13,14.0,MEDIUM,HARD
MAG,Haas F1 Team,14,15.0,MEDIUM,HARD
SAI,Ferrari,15,16.0,SOFT,HARD
HAM,Mercedes,16,17.0,MEDIUM,HARD
HUL,Haas F1 Team,16,17.0,MEDIUM,HARD
LEC,Ferrari,17,18.0,MEDIUM,HARD
NOR,McLaren,17,18.0,MEDIUM,HARD
PIA,McLaren,18,19.0,MEDIUM,HARD
RIC,AlphaTauri,18,19.0,MEDIUM,HARD
ALO,Aston Martin,20,21.0,MEDIUM,HARD
VER,Red Bull Racing,23,24.0,MEDIUM,HARD
PER,Red Bull Racing,24,25.0,HARD,MEDIUM
RUS,Mercedes,28,29.0,HARD,MEDIUM
RIC,AlphaTauri,29,30.0,HARD,MEDIUM
ALB,Williams,31,32.0,HARD,HARD
SAR,Williams,34,35.0,HARD,HARD
STR,Aston Martin,34,35.0,HARD,HARD
HUL,Haas F1 Team,38,39.0,HARD,HARD
ZHO,Alfa Romeo,38,39.0,HARD,HARD
BOT,Alfa Romeo,40,41.0,HARD,HARD
MAG,Haas F1 Team,41,42.0,HARD,HARD
PER,Red Bull Racing,42,43.0,MEDIUM,MEDIUM
PIA,McLaren,42,43.0,HARD,MEDIUM
ALO,Aston Martin,43,44.0,HARD,HARD
LEC,Ferrari,43,44.0,HARD,HARD
NOR,McLaren,44,45.0,HARD,MEDIUM
SAI,Ferrari,44,45.0,HARD,HARD
TSU,AlphaTauri,44,45.0,HARD,MEDIUM
RUS,Mercedes,46,47.0,MEDIUM,MEDIUM
HAM,Mercedes,49,50.0,HARD,MEDIUM
VER,Red Bull Racing,51,52.0,HARD,MEDIUM
SAR,Williams,67,,HARD,
