Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
NOR,McLaren,1,2,SOFT,HARD
BOT,Alfa Romeo,5,6,SOFT,HARD
HUL,Haas F1 Team,8,9,SOFT,MEDIUM
DEV,AlphaTauri,9,10,SOFT,HARD
ZHO,Alfa Romeo,9,10,SOFT,HARD
MAG,Haas F1 Team,10,11,SOFT,MEDIUM
TSU,AlphaTauri,10,11,SOFT,HARD
OCO,Alpine,13,14,SOFT,MEDIUM
STR,Aston Martin,14,15,SOFT,SOFT
SAI,Ferrari,15,16,SOFT,MEDIUM
ALB,Williams,16,17,SOFT,HARD
LEC,Ferrari,16,17,HARD,SOFT
PIA,McLaren,17,18,SOFT,HARD
SAR,Williams,17,18,MEDIUM,HARD
ALO,Aston Martin,19,20,SOFT,SOFT
GAS,Alpine,19,20,SOFT,MEDIUM
NOR,McLaren,22,23,HARD,MEDIUM
HAM,Mercedes,24,25,SOFT,MEDIUM
MAG,Haas F1 Team,24,25,MEDIUM,HARD
RUS,Mercedes,25,26,SOFT,MEDIUM
HUL,Haas F1 Team,26,27,MEDIUM,HARD
VER,Red Bull Racing,26,27,MEDIUM,HARD
PER,Red Bull Racing,27,28,MEDIUM,HARD
STR,Aston Martin,34,35,SOFT,HARD
TSU,AlphaTauri,34,35,HARD,MEDIUM
OCO,Alpine,35,36,MEDIUM,HARD
SAR,Williams,36,37,HARD,HARD
ZHO,Alfa Romeo,36,37,HARD,HARD
ALB,Williams,37,38,HARD,MEDIUM
DEV,AlphaTauri,38,39,HARD,MEDIUM
BOT,Alfa Romeo,39,40,HARD,HARD
GAS,Alpine,39,40,MEDIUM,HARD
PIA,McLaren,39,40,HARD,MEDIUM
LEC,Ferrari,41,42,SOFT,HARD
SAI,Ferrari,41,42,MEDIUM,HARD
MAG,Haas F1 Team,42,43,HARD,MEDIUM
HUL,Haas F1 Team,43,44,HARD,MEDIUM
ALO,Aston Martin,44,45,SOFT,HARD
RUS,Mercedes,45,46,MEDIUM,SOFT
HAM,Mercedes,50,51,MEDIUM,SOFT
NOR,McLaren,50,51,MEDIUM,SOFT
PER,Red Bull Racing,50,51,HARD,SOFT
VER,Red Bull Racing,52,53,HARD,SOFT
