Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
PER,Red Bull Racing,2,3.0,MEDIUM,MEDIUM
GAS,AlphaTauri,4,5.0,MEDIUM,HARD
ALO,Alpine,11,12.0,SOFT,MEDIUM
GIO,Alfa Romeo Racing,12,13.0,MEDIUM,HARD
LEC,Ferrari,12,13.0,SOFT,MEDIUM
NOR,McLaren,12,13.0,SOFT,MEDIUM
STR,Aston Martin,12,13.0,SOFT,MEDIUM
HAM,Mercedes,13,14.0,MEDIUM,HARD
OCO,Alpine,13,14.0,SOFT,MEDIUM
RAI,Alfa Romeo Racing,13,14.0,MEDIUM,HARD
RIC,McLaren,13,14.0,SOFT,MEDIUM
RUS,Williams,13,14.0,SOFT,MEDIUM
LAT,Williams,14,15.0,SOFT,MEDIUM
MSC,Haas F1 Team,14,15.0,MEDIUM,MEDIUM
SAI,Ferrari,15,16.0,SOFT,MEDIUM
TSU,AlphaTauri,15,16.0,MEDIUM,HARD
BOT,Mercedes,16,17.0,MEDIUM,HARD
VER,Red Bull Racing,17,18.0,MEDIUM,MEDIUM
GAS,AlphaTauri,19,20.0,HARD,MEDIUM
PER,Red Bull Racing,19,20.0,MEDIUM,HARD
VET,Aston Martin,24,25.0,MEDIUM,HARD
HAM,Mercedes,28,29.0,HARD,HARD
STR,Aston Martin,28,29.0,MEDIUM,HARD
ALO,Alpine,29,30.0,MEDIUM,HARD
RAI,Alfa Romeo Racing,29,30.0,HARD,MEDIUM
BOT,Mercedes,30,31.0,HARD,HARD
GIO,Alfa Romeo Racing,30,31.0,HARD,MEDIUM
OCO,Alpine,31,32.0,MEDIUM,HARD
ALO,Alpine,32,,HARD,
LAT,Williams,32,33.0,MEDIUM,MEDIUM
LEC,Ferrari,32,33.0,MEDIUM,HARD
RIC,McLaren,32,33.0,MEDIUM,HARD
MSC,Haas F1 Team,33,34.0,MEDIUM,HARD
NOR,McLaren,33,34.0,MEDIUM,HARD
TSU,AlphaTauri,33,34.0,HARD,HARD
RUS,Williams,36,37.0,MEDIUM,MEDIUM
SAI,Ferrari,37,38.0,MEDIUM,HARD
PER,Red Bull Racing,38,39.0,HARD,MEDIUM
GAS,AlphaTauri,39,40.0,MEDIUM,HARD
VER,Red Bull Racing,39,40.0,MEDIUM,HARD
LAT,Williams,51,,MEDIUM,
GAS,AlphaTauri,52,,HARD,
BOT,Mercedes,54,55.0,HARD,MEDIUM
