Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Williams,10,11,MEDIUM,HARD
BOT,Kick Sauber,11,12,SOFT,HARD
SAR,Williams,11,12,MEDIUM,HARD
STR,Aston Martin,11,12,MEDIUM,HARD
GAS,Alpine,12,13,MEDIUM,HARD
HUL,Haas F1 Team,12,13,MEDIUM,HARD
PER,Red Bull Racing,17,18,MEDIUM,HARD
LEC,Ferrari,19,20,MEDIUM,HARD
ALO,Aston Martin,22,23,HARD,MEDIUM
MAG,Haas F1 Team,22,23,HARD,MEDIUM
OCO,Alpine,22,23,MEDIUM,HARD
VER,Red Bull Racing,23,24,MEDIUM,HARD
RUS,Mercedes,24,25,MEDIUM,HARD
HAM,Mercedes,26,27,HARD,MEDIUM
PIA,McLaren,27,28,MEDIUM,HARD
SAI,Ferrari,27,28,MEDIUM,HARD
HUL,Haas F1 Team,28,29,HARD,MEDIUM
MAG,Haas F1 Team,28,29,MEDIUM,MEDIUM
PER,Red Bull Racing,28,29,HARD,MEDIUM
RIC,RB,28,29,HARD,MEDIUM
STR,Aston Martin,28,29,HARD,MEDIUM
TSU,RB,28,29,MEDIUM,HARD
ZHO,Kick Sauber,28,29,MEDIUM,SOFT
BOT,Kick Sauber,29,30,HARD,MEDIUM
NOR,McLaren,29,30,MEDIUM,HARD
MAG,Haas F1 Team,31,32,MEDIUM,MEDIUM
PIA,McLaren,40,41,HARD,MEDIUM
ALB,Williams,53,54,HARD,SOFT
