Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
BOR,Kick Sauber,13,14,MEDIUM,HARD
TSU,Red Bull Racing,13,14,SOFT,HARD
COL,Alpine,14,15,SOFT,MEDIUM
VER,Red Bull Racing,19,20,SOFT,HARD
HAD,Racing Bulls,20,21,SOFT,HARD
LEC,Ferrari,21,22,MEDIUM,HARD
BEA,Haas F1 Team,23,24,MEDIUM,HARD
GAS,Alpine,24,25,MEDIUM,HARD
HAM,Ferrari,24,25,MEDIUM,HARD
ANT,Mercedes,25,26,MEDIUM,HARD
HUL,Kick Sauber,25,26,MEDIUM,HARD
RUS,Mercedes,25,26,MEDIUM,HARD
NOR,McLaren,26,27,MEDIUM,HARD
ALO,Aston Martin,27,28,SOFT,MEDIUM
PIA,McLaren,27,28,MEDIUM,HARD
OCO,Haas F1 Team,30,31,MEDIUM,HARD
STR,Aston Martin,38,39,SOFT,MEDIUM
ALB,Williams,42,43,MEDIUM,SOFT
HUL,Kick Sauber,44,45,HARD,SOFT
HAM,Ferrari,46,47,HARD,SOFT
LAW,Racing Bulls,48,49,MEDIUM,SOFT
SAI,Williams,50,51,MEDIUM,SOFT
GAS,Alpine,51,52,HARD,SOFT
